id_area,lat,lon,declividade,irradiacao,potencial_mw,custo_conexao,area_protegida
11519,-16.81997208212391,-43.6952438446467,0.71298283,3.8180027917876087,188.16644959046056,113386925.94708802,0
11520,-16.81997208212391,-43.645068717523294,1.5676776,3.8180027917876087,188.16644959046056,114620095.40396468,1
11521,-16.81997208212391,-43.5948935903999,1.7807099,3.8180027917876087,188.16644959046056,115912140.91823715,1
11522,-16.81997208212391,-43.5447184632765,4.213209,3.8180027917876087,188.16644959046056,117260934.88049719,1
11523,-16.81997208212391,-43.4945433361531,2.6929069,3.8180027917876087,188.16644959046056,118664364.14481021,1
11524,-16.81997208212391,-43.444368209029705,3.142297,3.8180027917876087,188.16644959046056,120120339.83128375,1
11525,-16.81997208212391,-43.39419308190631,2.5232956,3.8180027917876087,188.16644959046056,121626805.8314077,0
11526,-16.81997208212391,-43.34401795478291,2.845836,3.8180027917876087,188.16644959046056,123181746.06221646,1
11527,-16.81997208212391,-43.29384282765951,4.295426,3.8180027917876087,188.16644959046056,124783190.53443862,1
11528,-16.81997208212391,-43.243667700536115,2.6506867,3.8180027917876087,188.16644959046056,126429220.3136406,1
11529,-16.81997208212391,-43.19349257341271,1.5635681,3.8180027917876087,188.16644959046056,128117971.46253072,0
11530,-16.81997208212391,-43.143317446289316,1.6603265,3.8180027917876087,188.16644959046056,129847638.05769393,0
11531,-16.81997208212391,-43.09314231916592,4.837415,3.8180027917876087,188.16644959046056,131616474.37578785,1
